,Tweet User,Text,Retweets,Favorites,Replies,Datetime,FormattedDate,Hashtags,Permalink
14,JordanTechPro,Today’s #crumbshot and a delicious ham and cheese sandwich for lunch #SourdoughSeptember #workingfromhome #wfh ,0,0,0,2019-09-05,Thu Sep 05 12:18:22 +0000 2019,#crumbshot #SourdoughSeptember #workingfromhome #wfh,https://twitter.com/JordanTechPro/status/1169585562594004992
15,Homeys,"Working from Homeys - Although, we do take ours to the office too - #WFHomeys #MyHomeys #British #UkFashion #SoComfy #Homeys #NewCollection #Slippers #WFH #WorkingFromHome #HomeOffice",0,0,0,2019-09-24,Tue Sep 24 09:30:00 +0000 2019,#WFHomeys #MyHomeys #British #UkFashion #SoComfy #Homeys #NewCollection #Slippers #WFH #WorkingFromHome #HomeOffice,https://twitter.com/Homeys/status/1176428560254304256
16,ReneeJacobs__,"When your (home) office contains the cat's litter tray, and he does a stinky poop #CatsOfTwitter #catmum #notreallyanoffice #boxroom #workingfromhome #wfh",0,0,0,2019-10-07,Mon Oct 07 14:54:45 +0000 2019,#CatsOfTwitter #catmum #notreallyanoffice #boxroom #workingfromhome #wfh,https://twitter.com/ReneeJacobs__/status/1181221328235503619
17,CraigGardener,The best bit about working from home as a #developer is sitting down for stand ups! #agile #standup #workingfromhome #wfh,0,0,0,2019-10-07,Mon Oct 07 09:58:46 +0000 2019,#developer #agile #standup #workingfromhome #wfh,https://twitter.com/CraigGardener/status/1181146843281014785
18,jankka,The #dog thinks I’m a true bore while working from home and sitting by the stupid table instead of a comfy bed. #wfh #workingfromhome #hildur,0,1,0,2019-10-09,Wed Oct 09 06:20:04 +0000 2019,#dog #wfh #workingfromhome #hildur,https://twitter.com/jankka/status/1181816580944093184
19,DoyleMrs,"back home), I exercise most lunch times for 20 mins, and I try to go for a walk in the evenings. Yes I do still miss the office sometimes and I understand the wfh isn't for everyone for various reasons. If it is an option for you I would recommend giving it a go #workingfromhome",0,2,0,2019-10-11,Fri Oct 11 09:15:07 +0000 2019,#workingfromhome,https://twitter.com/DoyleMrs/status/1182585409911570432
20,Iamchitchat,How to overcome the challenges of working remotely #wfh #workingfromhome #remotework,0,0,0,2019-10-11,Fri Oct 11 06:25:05 +0000 2019,#wfh #workingfromhome #remotework,https://twitter.com/Iamchitchat/status/1182542620570144769
21,NappingActivist,the best part of working from home on Fridays #cheekynap #workingfromhome #wfh #naptivist #nappingactivist #guiltfreenap ⠀ #cityOfLondon #canarywharf⠀ #longday #endoftheweek #wfh #workingfromhome⠀ #napping #yoga #citylife #thewharf #fun #photooftheday⠀ #quarterlifecrisis⠀,2,1,0,2019-10-24,Thu Oct 24 20:40:58 +0000 2019,#cheekynap #workingfromhome #wfh #naptivist #nappingactivist #guiltfreenap #cityOfLondon #canarywharf #longday #endoftheweek #wfh #workingfromhome #napping #yoga #citylife #thewharf #fun #photooftheday #quarterlifecrisis,https://twitter.com/NappingActivist/status/1187469051305611264
22,writer_SDW,I have new #DonaldDuck pyjamas that will be part if my #workingfromhome uniform #wfh ,0,1,0,2019-10-28,Mon Oct 28 09:40:58 +0000 2019,#DonaldDuck #workingfromhome #wfh,https://twitter.com/writer_SDW/status/1188752506391805952
23,mitzi_gesabel,Working in my Tiger onesie and feeling fierce.... grrrr #workingfromhome #wfh #pjsallday,0,0,0,2019-10-28,Mon Oct 28 18:59:51 +0000 2019,#workingfromhome #wfh #pjsallday,https://twitter.com/mitzi_gesabel/status/1188893154444865541
24,LondonCommuter8,"It's OK, us lucky commuters will just be forced to drive into work like this person SWR &amp; RMT = WFH #WorkingFromHome ",0,0,0,2019-11-06,Wed Nov 06 09:43:34 +0000 2019,#WorkingFromHome,https://twitter.com/LondonCommuter8/status/1192014654052151296
25,pritiscreations,"Not often I sit in front of the computer, quite enjoying it so far! #mypreciouscreations #wfh #workingfromhome #mumpreneur #workingmoms #wolverhampton #newleaflets #newdesign #computer #lovemyjob #gifts #giftideas #handmadekeepsakes #3dcasting #raisedimpressions #silve…",0,0,0,2019-11-07,Thu Nov 07 09:59:29 +0000 2019,#mypreciouscreations #wfh #workingfromhome #mumpreneur #workingmoms #wolverhampton #newleaflets #newdesign #computer #lovemyjob #gifts #giftideas #handmadekeepsakes #3dcasting #raisedimpressions #silve,https://twitter.com/pritiscreations/status/1192381047423557632
26,UofEBusiness,"Next up is Dr Oliver Hauser of @uofebizleaders and guest speaker Greg Allen (Chief Exec of Future Care Capital) on #flexibleworking, the use of #technology and implications for organisations #workingfromhome #tech #leadership #wfh #workplace",0,2,0,2019-11-08,Fri Nov 08 10:16:52 +0000 2019,#flexibleworking #technology #workingfromhome #tech #leadership #wfh #workplace,https://twitter.com/UofEBusiness/status/1192747809654607873
27,_zpdesign_,"Working from home with this idiot, the struggle is real #workingfromhome #wfh #CatsOfTwitter #neveramomentalone #macbookpro #vectorworks #cornwall #landscapedesigner #landscapedesign #gardendesign",0,2,1,2019-11-21,Thu Nov 21 08:13:26 +0000 2019,#workingfromhome #wfh #CatsOfTwitter #neveramomentalone #macbookpro #vectorworks #cornwall #landscapedesigner #landscapedesign #gardendesign,https://twitter.com/_zpdesign_/status/1197427786736160768
28,McnabGareth,#WorkingFromHome batch cooking the next couple days’ dinner in between emails and slide decks. Do you fit chores in around WFH or do you stay on task all day? ,0,2,2,2019-11-25,Mon Nov 25 10:21:14 +0000 2019,#WorkingFromHome,https://twitter.com/McnabGareth/status/1198909502940176384
29,chicketypoo22,"Welp. Masturbated twice, time for conference calls. #WFH #workingfromhome",2,13,2,2019-11-25,Mon Nov 25 18:55:39 +0000 2019,#WFH #workingfromhome,https://twitter.com/chicketypoo22/status/1199038960846168065
30,crosejack,"Well, it's happened. I've been #workingfromhome for so long, I need a calendar reminder to tell me when to shower. #wfh",0,2,0,2019-11-26,Tue Nov 26 20:44:44 +0000 2019,#workingfromhome #wfh,https://twitter.com/crosejack/status/1199428798695067648
31,SSpracklen,Working from home this afternoon. First time ever. Feels very strange. #workingfromhome #wfh #agileworking #flexibleworking,0,1,0,2019-11-29,Fri Nov 29 15:11:30 +0000 2019,#workingfromhome #wfh #agileworking #flexibleworking,https://twitter.com/SSpracklen/status/1200432100673040385
32,MrsPTweeting,Trying to do a bit of work but I *think* Jeff wants a bit of attention. Leaning on the down arrow and refusing to move! #catsoftwitter #workingfromhome ,0,3,0,2019-12-15 13:24:02+00:00,Sun Dec 15 13:24:02 +0000 2019,#catsoftwitter #workingfromhome,https://twitter.com/MrsPTweeting/status/1206203260744458241
33,bryanhellard,"3-5"" of snow in the forecast overnight. Want to know why #workingfromhome is becoming more popular all the time? One reason is that you don't have to deal with other drivers in hazardous conditions. ",0,7,0,2019-12-15 22:11:20+00:00,Sun Dec 15 22:11:20 +0000 2019,#workingfromhome,https://twitter.com/bryanhellard/status/1206335962286043139
34,harleenas,3 Tips to Maintain a Work-Life Balance Working From Home - #AhaNOW #workfromhome #workingfromhome ,0,0,0,2019-12-15 23:30:08+00:00,Sun Dec 15 23:30:08 +0000 2019,#AhaNOW #workfromhome #workingfromhome,https://twitter.com/harleenas/status/1206355792435335169
35,theswingjourney,"A virtual assistant provides various services to entrepreneurs or businesses from a remote location. From digital marketing tasks, scheduling appointments and managing events to personal errands. #workingfromhome #virtualassistant #workingonline",1,0,0,2019-12-16 09:33:14+00:00,Mon Dec 16 09:33:14 +0000 2019,#workingfromhome #virtualassistant #workingonline,https://twitter.com/theswingjourney/status/1206507566055989248
36,AlanEdwards86,"Sometimes you just have one of those mornings. Went out to start the car, DEAD battery! All ok though, RAC on route and #workingfromhome is an option :) #workflows #coffee #wfh #flexibleworking",0,0,0,2019-12-16 10:13:53+00:00,Mon Dec 16 10:13:53 +0000 2019,#workingfromhome #workflows #coffee #wfh #flexibleworking,https://twitter.com/AlanEdwards86/status/1206517797897035776
37,LakshmiMitter,"Some argue that #workingfromhome means that the kitchen is in close proximity and hence unhealthy eating is possible. Your kitchen, your choice. Office kitchen, many choices. A person who loves eating junk, will figure out a way to access them. Agree or disagree? #remotework",0,1,0,2019-12-16 10:38:46+00:00,Mon Dec 16 10:38:46 +0000 2019,#workingfromhome #remotework,https://twitter.com/LakshmiMitter/status/1206524057232953345
38,MrsWilsh,Rosie and I are getting into the festive spirit today whilst working #workingfromhome #officedog,0,6,0,2019-12-16 14:27:31+00:00,Mon Dec 16 14:27:31 +0000 2019,#workingfromhome #officedog,https://twitter.com/MrsWilsh/status/1206581626819534849
39,ChewieBebe,Chewie: helping mummy with her work #dogslife #dogsoftwitter #westie #westiesoftwitter #chewie #workingfromhome ,3,49,1,2019-12-16 14:39:45+00:00,Mon Dec 16 14:39:45 +0000 2019,#dogslife #dogsoftwitter #westie #westiesoftwitter #chewie #workingfromhome,https://twitter.com/ChewieBebe/status/1206584704738168832
40,X_social_living,"#TGIM Add that to the list of things no one has ever said, but however you get after it this week X Chicago has got you covered. #workingfromhome ",0,0,0,2019-12-16 16:07:06+00:00,Mon Dec 16 16:07:06 +0000 2019,#TGIM #workingfromhome,https://twitter.com/X_social_living/status/1206606688347971584
41,w_LauraJohnson,One of the benefits of #workingfromhome : being able to still work when you’re snowed in #freelancing #contentwriting #contentmarketing,0,1,0,2019-12-16 19:00:46+00:00,Mon Dec 16 19:00:46 +0000 2019,#workingfromhome #freelancing #contentwriting #contentmarketing,https://twitter.com/w_LauraJohnson/status/1206650390613299201
42,jevy,Work from home. #buildingremoteteams #remotework #workingfromhome #digitalnomad,0,2,0,2019-12-16 22:30:04+00:00,Mon Dec 16 22:30:04 +0000 2019,#buildingremoteteams #remotework #workingfromhome #digitalnomad,https://twitter.com/jevy/status/1206703064616513537
43,illuminairre,"How to maximise #workingfromhome , something most #entrepreneurs do. #flexibleworking is a key component of the 21sr century workforce.",0,1,0,2019-12-17 00:51:34+00:00,Tue Dec 17 00:51:34 +0000 2019,#workingfromhome #entrepreneurs #flexibleworking,https://twitter.com/illuminairre/status/1206738672483106816
44,vinnieMeno,I personally hate working from home. Makes me feel like I’m shut off from the entire world.That being said I would not mond working from a coffee shop. Anyone else having the same preference? #workingfromhome,0,0,0,2019-12-17 04:06:07+00:00,Tue Dec 17 04:06:07 +0000 2019,#workingfromhome,https://twitter.com/vinnieMeno/status/1206787632438632448
45,Jamienzherald,My #workingfromhome highlight was going on BBC last week as the bloke next door cranked up his lawnmower,0,3,2,2019-12-17 04:33:04+00:00,Tue Dec 17 04:33:04 +0000 2019,#workingfromhome,https://twitter.com/Jamienzherald/status/1206794417647939586
46,MissE_Clare,"Attending today’s production meeting with a drugs bust worthy amount of lemsip, fresh ginger tea and tissues. Also will be wearing my Hogwarts PJ’s. And it’ll be from my bed. (Thank god it’s over Skype!) #theatremakesthingsbetter #flu #workingfromhome #freelance ",0,12,0,2019-12-17 09:11:16+00:00,Tue Dec 17 09:11:16 +0000 2019,#theatremakesthingsbetter #flu #workingfromhome #freelance,https://twitter.com/MissE_Clare/status/1206864428773363713
47,ericamorecambe,And does anyone else get so engrossed with Twitter that they forget to actually load up their work email? #askingforafriend #workingfromhome,0,1,0,2019-12-17 09:52:29+00:00,Tue Dec 17 09:52:29 +0000 2019,#askingforafriend #workingfromhome,https://twitter.com/ericamorecambe/status/1206874801220063233
48,LorriePT,"When you get up at 5.45am then 11.20 is a perfectly acceptable time to eat lunch, right? #thisiswhyidontdoearlystarts #workingfromhome",0,0,1,2019-12-17 11:24:32+00:00,Tue Dec 17 11:24:32 +0000 2019,#thisiswhyidontdoearlystarts #workingfromhome,https://twitter.com/LorriePT/status/1206897964909826048
49,SouthDurhamSam,Hilarious moment in my video meeting with my #MemberPioneerCoordinator @Suzipatto when we both revealed we were cuddling hot water bottles #ItsWhatWeDo #BeYourselfAlways #BeingCoop #MemberPioneer #WorkingFromHome ,0,5,0,2019-12-17 12:14:33+00:00,Tue Dec 17 12:14:33 +0000 2019,#MemberPioneerCoordinator #ItsWhatWeDo #BeYourselfAlways #BeingCoop #MemberPioneer #WorkingFromHome,https://twitter.com/SouthDurhamSam/status/1206910551013646336
50,doceVania,#WorkingFromHome refusing to turn the heating on #Cosy #London is my obsession with #Mustard getting out of hand? ,0,2,1,2019-12-17 13:49:33+00:00,Tue Dec 17 13:49:33 +0000 2019,#WorkingFromHome #Cosy #London #Mustard,https://twitter.com/doceVania/status/1206934457523089415
51,Earth2BizMrktg,"2/3 PLUS to help build #brandawareness and connect #entrepreneurs, #freelancers and #marketers #WorkingFromHome #BizSocialRecharge",0,0,1,2019-12-17 14:02:26+00:00,Tue Dec 17 14:02:26 +0000 2019,#brandawareness #entrepreneurs #freelancers #marketers #WorkingFromHome #BizSocialRecharge,https://twitter.com/Earth2BizMrktg/status/1206937699426426880
52,goingreeninfo,Happy Tuesday!! #islandgirl #islandlife #bossbabe #entrepreneur #cbdchic #workingfromhome #lovinglife,0,0,0,2019-12-17 14:28:34+00:00,Tue Dec 17 14:28:34 +0000 2019,#islandgirl #islandlife #bossbabe #entrepreneur #cbdchic #workingfromhome #lovinglife,https://twitter.com/goingreeninfo/status/1206944280192987137
53,altkabi,Sometimes #workingfromhome looks like this. ‘Kala could I have some room to move my mouse please?’ #iwork4Dell,0,3,0,2019-12-17 14:45:39+00:00,Tue Dec 17 14:45:39 +0000 2019,#workingfromhome #iwork4Dell,https://twitter.com/altkabi/status/1206948576804425729
54,cjharding81,My partner in crime for the day #workingfromhome ,0,8,1,2019-12-17 15:07:52+00:00,Tue Dec 17 15:07:52 +0000 2019,#workingfromhome,https://twitter.com/cjharding81/status/1206954168705044484
55,WomenInBusines8,Are you on a lookout for an epic planner for 2020? Here is a curated list by The Homeworker Magazine @Homeworkermag by Louise Goss. What are your favorite planners? #magazine #planner #planning2020 #goalsetting #workingfromhome ,1,3,0,2019-12-17 15:31:48+00:00,Tue Dec 17 15:31:48 +0000 2019,#magazine #planner #planning2020 #goalsetting #workingfromhome,https://twitter.com/WomenInBusines8/status/1206960190022733830
56,content_ginger,"Second work from home due to inclement weather day, so another day of working with a Disney Princess movie marathon going on in the background #workingfromhome ",0,1,0,2019-12-17 15:43:38+00:00,Tue Dec 17 15:43:38 +0000 2019,#workingfromhome,https://twitter.com/content_ginger/status/1206963167810723840
57,AnnieReznik,Fortunate to be #WorkingFromHome with @EdFinanceInst on this icy morning!,0,1,0,2019-12-17 15:48:44+00:00,Tue Dec 17 15:48:44 +0000 2019,#WorkingFromHome,https://twitter.com/AnnieReznik/status/1206964451238387720
58,vietroadie,"#WorkingFromHome is neither based on my trust in your ability to deliver, or yours in mine. It's based on our trust in a system that can hold us accountable in a fair and equitable fashion.",0,0,1,2019-12-17 16:25:03+00:00,Tue Dec 17 16:25:03 +0000 2019,#WorkingFromHome,https://twitter.com/vietroadie/status/1206973590597439488
59,L_Alborough_,Day 2 of #workingfromhome and I am 95% biscuits. I'm going to need to be rolled into work tomorrow,0,0,0,2019-12-17 16:45:24+00:00,Tue Dec 17 16:45:24 +0000 2019,#workingfromhome,https://twitter.com/L_Alborough_/status/1206978711293222913
60,CraigFahle,"Iced coffee, Twitter and the Rules Committee Hearing. #workingfromhome ",0,0,0,2019-12-17 18:34:45+00:00,Tue Dec 17 18:34:45 +0000 2019,#workingfromhome,https://twitter.com/CraigFahle/status/1207006233993060352
61,JoLatimore,I want to develop guidance for engaging remote participants in meetings; with a focus on meetings where some people are in the room and others are remote. I'm reaching out to the Twitter-sphere for your insights. What guidance would you include? #workingfromhome,6,16,16,2019-12-17 18:54:42+00:00,Tue Dec 17 18:54:42 +0000 2019,#workingfromhome,https://twitter.com/JoLatimore/status/1207011252532391938
62,KnightTrilogy,When your cat sabotages your intention to get some work done. I’m now sat on sofa watching Ghost Adventures & making an attempt to plan out my life! I’ve lost my new diary too so I’m beginning to think the universe has a hand in this today! #workingfromhome #WritingCommunity,0,2,1,2019-12-17 18:55:10+00:00,Tue Dec 17 18:55:10 +0000 2019,#workingfromhome #WritingCommunity,https://twitter.com/KnightTrilogy/status/1207011369922355200
63,Melaniejlee78,I’ve done about the same as you have left @AnnemarieP1974 - need to get in some serious running this week! Luckily I’m #workingfromhome tomorrow so out for a run midday,0,5,1,2019-12-17 20:26:21+00:00,Tue Dec 17 20:26:21 +0000 2019,#workingfromhome,https://twitter.com/Melaniejlee78/status/1207034318251601921
64,jevy,"Working at home, what everyone thinks I do. #buildingremoteteams #remotework #workingfromhome #digitalnomad",0,2,0,2019-12-17 22:30:05+00:00,Tue Dec 17 22:30:05 +0000 2019,#buildingremoteteams #remotework #workingfromhome #digitalnomad,https://twitter.com/jevy/status/1207065457368457218
65,kontrabass47,"Had an ice storm today, so didn’t go to the office. However had two great conference calls and got some writing done! #workingfromhome #TuesdayMood",0,0,0,2019-12-17 22:33:57+00:00,Tue Dec 17 22:33:57 +0000 2019,#workingfromhome #TuesdayMood,https://twitter.com/kontrabass47/status/1207066427305398275
